,link,name,cost_text,coordinates,rooms,external_information,desc,bedroom,bathroom,parking,weekly_rent,postcode,bond
527,https://www.domain.com.au/5310-500-elizabeth-street-melbourne-vic-3000-12869214,5310/500 Elizabeth Street Melbourne VIC 3000,$950,"[-37.8072443, 144.9602814]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $4128,****Better offers can be negotiable with the landlord*******,3,2,1,,3000,4128.0
528,https://www.domain.com.au/55-1-albert-road-melbourne-vic-3000-16054304,55/1 Albert Road Melbourne VIC 3000,$950 Per Week,"[-37.833957, 144.972793]","[['2 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $4128,Darren McMullin,2,2,2,,3000,4128.0
529,https://www.domain.com.au/34a-st-albans-street-mount-waverley-vic-3149-14244269,34a St Albans Street Mount Waverley VIC 3149,$950 per week,"[-37.8736601, 145.1342532]","[['4 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $4100,PROPERTY ID: 112553 (quote when calling),4,2,2,,3149,4100.0
530,https://www.domain.com.au/48-south-crescent-northcote-vic-3070-16048240,48 South Crescent Northcote VIC 3070,$950.00,"[-37.7787649, 145.0043236]","[['4 Beds'], ['1 Bath'], []]","Available from Saturday, 10th September 2022Bond $4128"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,1,0,950.0,3070,4128.0
531,https://www.domain.com.au/58-bastings-street-northcote-vic-3070-16049033,58 Bastings Street Northcote VIC 3070,$950 per week,"[-37.7747148, 145.0033121]","[['3 Beds'], ['1 Bath'], []]",Bond $4128,Nikki Gervasi,3,1,0,,3070,4128.0
532,https://www.domain.com.au/2-15-malane-street-ormond-vic-3204-16036547,2/15 Malane Street Ormond VIC 3204,$950.00,"[-37.9019454, 145.0365263]","[['4 Beds'], ['3 Baths'], ['2 Parking']]","Available from Friday, 9th September 2022Bond $4128"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,3,2,950.0,3204,4128.0
533,https://www.domain.com.au/22-sauvage-street-parkville-vic-3052-16022577,22 Sauvage Street Parkville VIC 3052,$950 per week,"[-37.7760972, 144.9415896]","[['5 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $4750," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",5,2,2,,3052,4750.0
534,https://www.domain.com.au/76-esplanade-west-port-melbourne-vic-3207-16055852,76 Esplanade West Port Melbourne VIC 3207,$950 Per Week,"[-37.84216869999999, 144.9424699]","[['2 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $5700,Debbie Davut,2,2,2,,3207,5700.0
535,https://www.domain.com.au/17-201-graham-street-port-melbourne-vic-3207-16052558,17/201 Graham Street Port Melbourne VIC 3207,$950.00,"[-37.839572, 144.939072]","[['3 Beds'], ['1 Bath'], ['1 Parking']]",Date Available: Available NowBond $4750,Annie Gillan,3,1,1,950.0,3207,4750.0
536,https://www.domain.com.au/22-banole-avenue-prahran-vic-3181-16015493,22 Banole Avenue Prahran VIC 3181,$950 Per Week,"[-37.854454, 145.00467]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $5700,Debbie Davut,3,2,1,,3181,5700.0
537,https://www.domain.com.au/60a-high-street-prahran-vic-3181-16002786,60A High Street Prahran VIC 3181,$950 Per Week,"[-37.851271, 144.98762]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $4750,"This fabulous and massive 3 level townhouse has been freshly painted throughout, 
had new carpet installed, and a fully renovated main bathroom. 
Features include ",3,2,1,,3181,4750.0
538,https://www.domain.com.au/32a-foch-street-reservoir-vic-3073-13842831,32A Foch Street Reservoir VIC 3073,$950.00,"[-37.7282315, 145.0120324]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $4750,"To book an inspection for this property, please click on the Email Agent tab and we will respond instantly with available inspection times. Please ensure you register to inspect or else the inspection will not go ahead.
This elegant residence has privacy and style from the minute you open the front door - nothing has been overlooked. Creativity and attention has gone into every single aspect of",4,3,2,950.0,3073,4750.0
539,https://www.domain.com.au/121-lord-street-richmond-vic-3121-16064776,121 Lord Street Richmond VIC 3121,$950 per week,"[-37.8239815, 145.0045819]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $4117,Liam Mulligan,3,2,2,,3121,4117.0
540,https://www.domain.com.au/1-4-margaret-street-richmond-vic-3121-14321291,1/4 Margaret Street Richmond VIC 3121,$950,"[-37.8231131, 144.9901798]","[['3 Beds'], ['3 Baths'], ['2 Parking']]","Available from Saturday, 24th September 2022Bond $3600",Madeleine  Saric,3,3,2,,3121,3600.0
541,https://www.domain.com.au/35-hofert-lane-richmond-vic-3121-16049028,35 Hofert Lane Richmond VIC 3121,$950 per week,"[-37.8233119, 145.0092632]","[['3 Beds'], ['2 Baths'], ['2 Parking']]","Available from Monday, 12th September 2022Bond $4128"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,2,,3121,4128.0
542,https://www.domain.com.au/188-ferrars-street-south-melbourne-vic-3205-15960390,188 Ferrars Street South Melbourne VIC 3205,$950 per week,"[-37.8324814, 144.9543972]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $4750,"**$950 per week for the first 6 months, with the rent increasing to $1,000 per week for the remaining 6 months**",3,2,1,,3205,4750.0
543,https://www.domain.com.au/71-73-bromby-street-south-yarra-vic-3141-16034151,71-73 Bromby Street South Yarra VIC 3141,$950.00 per week,"[-37.8350296, 144.9759005]","[['4 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $4750," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,2,2,950.0,3141,4750.0
544,https://www.domain.com.au/15b-albion-street-south-yarra-vic-3141-16051257,15B Albion Street South Yarra VIC 3141,$950.00,"[-37.8428543, 144.9866346]","[['3 Beds'], ['2 Baths'], ['2 Parking']]","Available from Thursday, 8th September 2022Bond $6192"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,2,950.0,3141,6192.0
545,https://www.domain.com.au/3108-7-riverside-quay-southbank-vic-3006-16035221,3108/7 Riverside Quay Southbank VIC 3006,$950 per week,"[-37.8213341, 144.9646982]","[['2 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $4128,Stephanie Chen,2,2,1,,3006,4128.0
546,https://www.domain.com.au/1b-wordsworth-street-st-kilda-vic-3182-16022625,1B Wordsworth Street St Kilda VIC 3182,$950 pw,"[-37.87307699999999, 144.977474]","[['3 Beds'], ['2 Baths'], ['2 Parking']]","Available from Thursday, 1st September 2022Bond $4128","A lifestyle of bayside pleasure awaits at this dual-level townhouse with its flowing sense of space, light-filled ambience and bay views. Enjoying an entirely independent entrance, the inviting residence features:",3,2,2,,3182,4128.0
547,https://www.domain.com.au/57-old-st-leonards-road-st-leonards-vic-3223-11326062,57 Old St Leonards Road St Leonards VIC 3223,"$1,200 pw High, $950 pw Low, $190 pn","[-38.1743629, 144.7020593]","[['3 Beds'], ['1 Bath'], ['1 Parking']]",Date Available: Available NowBond $1000,"This beautiful holiday house will have you feeling right at home on your getaway! Located only 1.5km to the beautiful St Leonards beach and town centre, where you will find the convenience of a supermarket, cafes, eateries, pub, newsagent and post. ",3,1,1,1200.0,3223,1000.0
548,https://www.domain.com.au/33a-dublin-avenue-strathmore-vic-3041-16015990,33A Dublin Avenue Strathmore VIC 3041,$950pw / $4128pcm,"[-37.7361866, 144.9077465]","[['4 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $4128," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,2,2,4128.0,3041,4128.0
549,https://www.domain.com.au/4-james-street-williamstown-vic-3016-15925384,4 James Street Williamstown VIC 3016,$950,"[-37.8586638, 144.9006528]","[['3 Beds'], ['2 Baths'], []]",Date Available: Available NowBond $4128," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,0,,3016,4128.0
550,https://www.domain.com.au/13-mcguire-crescent-williamstown-vic-3016-15957211,13 McGuire crescent Williamstown VIC 3016,$950,"[-37.8581525, 144.8755072]","[['4 Beds'], ['2 Baths'], ['3 Parking']]",Date Available: Available NowBond $4128," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,2,3,,3016,4128.0
551,https://www.domain.com.au/1502-260-city-rd-southbank-vic-3006-15952607,1502/260 City Rd Southbank VIC 3006,$945,"[-37.8260239, 144.9595477]","[['2 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $3500," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",2,2,1,,3006,3500.0
552,https://www.domain.com.au/91-rowena-parade-richmond-vic-3121-15197768,91 Rowena Parade Richmond VIC 3121,$940,"[-37.8206041, 144.9936112]","[['3 Beds'], ['1 Bath'], ['2 Parking']]","Available from Monday, 12th September 2022Bond $5640"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,1,2,,3121,5640.0
553,https://www.domain.com.au/30-simpson-street-yarraville-vic-3013-15991393,30 Simpson Street Yarraville VIC 3013,$940 Per Week,"[-37.8171873, 144.892356]","[['3 Beds'], ['1 Bath'], ['2 Parking'], []]",Date Available: Available NowBond $4085Land area 463m²," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,1,2,,3013,4085.0
554,https://www.domain.com.au/96-paloma-street-bentleigh-east-vic-3165-16054002,96 Paloma Street Bentleigh East VIC 3165,$930.00,"[-37.91540430000001, 145.0839095]","[['4 Beds'], ['3 Baths'], ['2 Parking']]","Available from Thursday, 15th September 2022Bond $5580",Melissa Gilder,4,3,2,930.0,3165,5580.0
555,https://www.domain.com.au/hawthorn-road-caulfield-south-vic-3162-16037273,Hawthorn Road Caulfield South VIC 3162,$930 per week,"[-37.8913443, 145.0211278]","[['5 Beds'], ['3 Baths'], ['1 Parking']]",Bond $4041," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",5,3,1,,3162,4041.0
556,https://www.domain.com.au/70-grange-road-sandringham-vic-3191-15978678,70 Grange Road Sandringham VIC 3191,$930.00,"[-37.9488895, 145.018809]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $4041,"This uniquely designed 3 bedroom, 2 bathroom retreat is private and secure. It's a home that brings relaxed living to your busy lifestyle. With a north facing deck hidden behind a privacy hedge, this idyllic haven has a layered feel with its sunken living area, elevated dining area with huge picture window and adjoining family lounge with top of the range Archer gas fireplace to keep you toasty",3,2,2,930.0,3191,4041.0
557,https://www.domain.com.au/60a-barkly-street-st-kilda-vic-3182-16050809,60a Barkly Street St Kilda VIC 3182,$930.00,"[-37.8614652, 144.9824406]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $5580,Louisa Corke,3,2,2,930.0,3182,5580.0
558,https://www.domain.com.au/1311-1-freshwater-place-southbank-vic-3006-15912893,1311/1 Freshwater Place Southbank VIC 3006,$926pw - Stay 1 mth+,"[-37.8219262, 144.962153]","[['1 Bed'], ['1 Bath'], []]","Available from Sunday, 4th September 2022Bond $4024"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",1,1,0,,3006,4024.0
559,https://www.domain.com.au/19-athol-street-prahran-vic-3181-15955208,19 Athol Street Prahran VIC 3181,$925.00 per week,"[-37.847391, 144.987336]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $4019,To register to attend an open for inspection please click the Request an Inspection button. ,3,2,1,925.0,3181,4019.0
560,https://www.domain.com.au/1006-138-ferrars-street-south-melbourne-vic-3205-15429644,1006/138 Ferrars Street South Melbourne VIC 3205,$925 per week,"[-37.8299599, 144.9532581]","[['2 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $4625Internal area 86m²,Watch the video for a preview then Book an inspection at a time that suits you.,2,2,1,,3205,4625.0
561,https://www.domain.com.au/902-138-ferrars-street-south-melbourne-vic-3205-15893903,902/138 Ferrars Street South Melbourne VIC 3205,$925 per week,"[-37.8299599, 144.9532581]","[['3 Beds'], ['2 Baths'], ['1 Parking']]","Available from Friday, 16th September 2022Bond $4020Internal area 108m²","Arranging an inspection is easy!
To book a time to inspect, simply click on Book an Inspection Time or Email Agent to book instantly using our online system.
By registering, you will be INSTANTLY informed of any updates, changes or cancellations for your appointment.",3,2,1,,3205,4020.0
562,https://www.domain.com.au/3-7-marine-avenue-st-kilda-vic-3182-16033966,3/7 Marine Avenue St Kilda VIC 3182,$925,"[-37.873741, 144.9779224]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $4008,"Hidden at the end of a beachside cul-de-sac, this brilliantly light 3 bedroom 2 bathroom 2 storey town residence boasting low maintenance lifestyle at the edge-of-the-beach living.
This designer creation features an open foyer, spectacular open plan entertaining spilling onto a private balcony terrace, marble kitchen with European appliances, master bedroom with BIRs, semi ensuite &amp; secluded",3,2,1,,3182,4008.0
563,https://www.domain.com.au/19-mathoura-road-toorak-vic-3142-15965016,19 Mathoura Road Toorak VIC 3142,$925.00 Per Week,"[-37.8473979, 145.0068151]","[['2 Beds'], ['1 Bath'], []]",Date Available: Available NowBond $4019,This fabulous single fronted home has lovingly been renovated and nothing has been missed. Neutral tones throughout combine with the quality fixtures and fittings to provide you a stylish lifestyle.,2,1,0,925.0,3142,4019.0
564,https://www.domain.com.au/5-126-were-street-brighton-vic-3186-15936100,5/126 Were Street Brighton VIC 3186,$920.00 Per Week,"[-37.926373, 144.999794]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $5700,"Exceptionally designed and executed with luxe at the forefront, there is so much to love about this single-level bespoke 3 bedroom, 2 bathroom residence. Expertly mixing stone and render design with earthy oak and modern neutrals; creating a divine contemporary fusion.",3,2,1,920.0,3186,5700.0
565,https://www.domain.com.au/21-35-stewart-street-brunswick-vic-3056-15895780,21/35 Stewart Street Brunswick VIC 3056,$920 pw - Save Time View Our 3D Tour & Apply,"[-37.7637067, 144.9666417]","[['3 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $3998,** BOOK INSPECTION ONLINE OR SAVE TIME VIEW OUR 3D TOUR &amp; APPLY **,3,2,1,,3056,3998.0
566,https://www.domain.com.au/100-union-street-brunswick-vic-3056-16027510,100 Union Street Brunswick VIC 3056,$920.00,"[-37.7732736, 144.9546661]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $4918,Elliott  Heslo,3,2,2,920.0,3056,4918.0
567,https://www.domain.com.au/3-chummie-place-carlton-vic-3053-16049328,3 Chummie Place Carlton VIC 3053,$920.00,"[-37.8016602, 144.966273]","[['4 Beds'], ['2 Baths'], ['1 Parking']]",Date Available: Available NowBond $4918,Jayde Cashion,4,2,1,920.0,3053,4918.0
568,https://www.domain.com.au/19-raven-close-ocean-grove-vic-3226-16048103,19 Raven Close Ocean Grove VIC 3226,APPLICATION APPROVED,"[-38.2604027, 144.5232196]","[['3 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $3997," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,3,2,,3226,3997.0
569,https://www.domain.com.au/1-494-toorak-road-toorak-vic-3142-15773028,1/494 Toorak Road Toorak VIC 3142,$915.00 Per Week,"[-37.8416749, 145.0119857]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $6405,This fabulous duplex apartment provides all the space and comfort these classic buildings were designed to do. Perfectly located on the ground floor and only minutes to Toorak Village this one of only two in this charming building surrounded by established gardens.,3,2,2,915.0,3142,6405.0
570,https://www.domain.com.au/16-nepean-highway-brighton-vic-3186-16039112,16 Nepean Highway Brighton VIC 3186,$910.00,"[-37.885457, 144.997909]","[['5 Beds'], ['5 Baths'], ['4 Parking']]",Date Available: Available NowBond $4550,Richard Beck,5,5,4,910.0,3186,4550.0
571,https://www.domain.com.au/1-38-walker-street-parkville-vic-3052-15929509,1/38 Walker Street Parkville VIC 3052,$910.00,"[-37.7843969, 144.9578844]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $4041," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,2,910.0,3052,4041.0
572,https://www.domain.com.au/9-220-roden-street-west-melbourne-vic-3003-15903255,9/220 Roden Street West Melbourne VIC 3003,"$910 to $1,000","[-37.8095385, 144.945096]","[['4 Beds'], ['3 Baths'], ['1 Parking']]",Date Available: Available NowBond $3910,Flexible inner city space with all the trimmings,4,3,1,1000.0,3003,3910.0
573,https://www.domain.com.au/3745-point-nepean-road-portsea-vic-3944-15895819,3745 Point Nepean Road Portsea VIC 3944,"$47,000 per annum","[-38.3205931, 144.7144976]","[['3 Beds'], ['1 Bath'], ['2 Parking']]",Date Available: Available NowBond $3911,"Retail opportunity with shop and dwelling. 
Shop space down stairs with Single lock up garage, laundry and toilet then upstairs accommodation with 1-2 living areas, kitchen, 2-3 bedrooms bathroom and laundry. 
Situated in prime location in the heart of Portsea Village (opposite the Portsea Hotel). 
Inspection by appointment.
$47,000 + GST plus out goings, flexible lease options available.",3,1,2,47000.0,3944,3911.0
574,https://www.domain.com.au/4-west-street-ascot-vale-vic-3032-16004955,4 West Street Ascot Vale VIC 3032,$900 per week,"[-37.7773029, 144.9240858]","[['4 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $3911,"Beautifully fresh, brilliantly finished contemporary spaces create a sensational contrast to the classical façade of this refined double fronted residence immediately adjacent to a friendly park and Ascot Kindergarten, moments from the station and Ascot Vale Primary School which hosts the wonderful Flemington farmers market every Sunday.
A bright, flexible sitting room featuring a gas fire place",4,2,2,,3032,3911.0
575,https://www.domain.com.au/8-mooroopna-court-barwon-heads-vic-3227-14855007,8 Mooroopna Court Barwon Heads VIC 3227,$900 inc BILLS & FURNITURE,"[-38.2759101, 144.4843718]","[['4 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $3910,SHORT TERM ONLY - Available until November 30th 2022,4,2,2,,3227,3910.0
576,https://www.domain.com.au/11-13-tibbles-street-beaumaris-vic-3193-16054347,11-13 Tibbles Street Beaumaris VIC 3193,$895.00,"[-37.9723213, 145.0373265]","[['4 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $3889,Simone Buckley,4,2,2,895.0,3193,3889.0
577,https://www.domain.com.au/11a-smith-st-bentleigh-vic-3204-12680078,11A Smith St Bentleigh VIC 3204,$900,"[-37.9179122, 145.0435022]","[['3 Beds'], ['2 Baths'], ['3 Parking']]",Date Available: Available NowBond $3910," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,3,,3204,3910.0
578,https://www.domain.com.au/7b-bevis-street-bentleigh-east-vic-3165-15900569,7b Bevis Street Bentleigh East VIC 3165,$900,"[-37.9181291, 145.0525744]","[['4 Beds'], ['3 Baths'], ['2 Parking']]",Date Available: Available NowBond $3911," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",4,3,2,,3165,3911.0
579,https://www.domain.com.au/34-david-street-brunswick-vic-3056-15784703,34 David Street Brunswick VIC 3056,Contact Agent,"[-37.7701775, 144.9627539]","[['3 Beds'], ['1 Bath'], []]",Date Available: Available NowBond $2910,"Double fronted three bedroom home located in a quiet street only moments away from Sydney road, this property is a must inspect for those looking for location and convenience.
Comprising three bedrooms all with BIRs, neat kitchen and spacious living area that includes dining and lounge. The lounge and dining are bathed in natural lights thanks to a central skylight. Further a central bathroom",3,1,0,,3056,2910.0
580,https://www.domain.com.au/76b-oakleigh-road-carnegie-vic-3163-16053547,76B Oakleigh Road Carnegie VIC 3163,$900 per week,"[-37.8993167, 145.052826]","[['4 Beds'], ['3 Baths'], ['1 Parking']]",Date Available: Available NowBond $3911,Leasing Team,4,3,1,,3163,3911.0
581,https://www.domain.com.au/14-acacia-street-carnegie-vic-3163-16036310,14 Acacia Street Carnegie VIC 3163,$900 per week,"[-37.8866741, 145.0647782]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $3911," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,2,,3163,3911.0
582,https://www.domain.com.au/32a-wanda-road-caulfield-north-vic-3161-16005647,32A Wanda Road Caulfield North VIC 3161,$895 per week,"[-37.8669287, 145.0220917]","[['3 Beds'], ['2 Baths'], ['2 Parking']]",Date Available: Available NowBond $3889,This spacious town house is high quality throughout. If you are looking for space and class this has it all rolled into one.,3,2,2,,3161,3889.0
583,https://www.domain.com.au/12b-hudson-street-caulfield-north-vic-3161-16043076,12B Hudson Street Caulfield North VIC 3161,$900.00,"[-37.8793081, 145.0331244]","[['3 Beds'], ['2 Baths'], ['3 Parking']]","Available from Tuesday, 27th September 2022Bond $3911"," class=""css-dxogle"">* Unverified feature<svg aria-hidden=""true"" class=""domain-icon css-kry84i"" viewbox=""0 0 18 18""><circle cx=""9.5"" cy=""9.5"" fill=""none"" r=""6.5"" stroke=""currentColor"" stroke-width=""2""></circle><path d=""M9.5 11.5v-3"" fill=""none"" stroke=""currentColor""></path><circle cx=""9.5"" cy=""6.5"" fill=""currentColor"" r="".5""></circle></svg",3,2,3,900.0,3161,3911.0
